"sample.no","legal","sub.legal","all","","sanctuary","status","site.new","year"
916,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
917,0,2,2,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
918,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
919,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
920,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
921,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
922,1,0,1,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
923,0,1,1,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
924,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
925,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
926,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
927,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
928,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
929,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
930,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
931,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
932,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
933,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
934,0,1,1,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
935,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
936,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
937,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
938,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
939,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
940,0,10,10,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
941,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
942,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
943,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
944,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
945,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
946,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
947,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
948,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
949,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
950,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
951,1,1,2,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
952,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
953,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
954,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
955,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
956,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
957,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
958,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
959,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
960,0,4,4,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
961,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
962,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
963,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
964,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
965,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
966,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
967,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
968,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
969,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
970,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
971,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
972,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
973,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
974,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
975,2,0,2,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
976,4,3,7,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
977,4,2,6,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
978,8,0,8,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
979,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
980,1,0,1,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
981,1,0,1,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
982,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
983,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
984,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
985,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
986,1,1,2,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
987,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
988,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
989,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
990,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
991,1,0,1,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
992,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
993,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
994,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
995,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
996,0,1,1,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
997,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
998,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
999,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1000,2,0,2,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1001,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1002,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1003,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1004,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1005,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1006,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1007,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1008,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1009,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1010,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1011,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1012,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1013,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1014,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1015,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1016,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1017,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1018,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1019,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1020,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1021,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1022,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1023,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1024,0,1,1,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1025,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1026,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1027,5,0,5,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1028,4,0,4,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1029,1,0,1,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1030,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1031,2,1,3,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1032,4,1,5,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1033,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1034,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1035,4,0,4,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1036,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1037,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1038,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1039,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1040,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1041,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1042,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1043,5,0,5,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1044,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1045,1,1,2,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1046,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1047,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1048,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1049,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1050,7,3,10,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1051,1,0,1,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1052,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1053,0,1,1,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1054,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1055,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1056,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1057,1,0,1,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1058,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1059,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1060,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1061,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1062,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1063,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1064,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1065,0,1,1,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1066,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1067,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1068,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1069,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1070,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1071,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1072,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1073,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1074,2,0,2,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1075,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1076,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1077,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1078,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1079,4,2,6,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1080,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1081,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1082,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1083,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1084,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1085,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1086,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1087,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1088,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1089,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1090,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1091,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1092,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1093,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1094,0,1,1,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1095,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1096,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1097,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1098,1,0,1,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1099,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1100,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1101,3,0,3,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1102,5,0,5,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1103,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1104,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1105,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1106,1,2,3,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1107,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1108,0,1,1,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1109,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1110,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1111,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1112,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1113,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1114,1,0,1,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1115,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1116,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1117,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1118,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1119,3,0,3,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1120,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1121,2,1,3,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1122,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1123,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1124,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1125,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1126,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1127,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1128,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1129,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1130,2,2,4,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1131,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1132,2,0,2,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1133,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1134,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1135,1,2,3,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1136,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1137,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1138,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1139,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1140,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1141,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1142,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1143,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1144,0,3,3,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1145,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2016
1146,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2016
1147,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2016
1148,0,1,1,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2016
1149,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2016
1150,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2016
1151,1,2,3,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2016
1152,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2016
1153,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2016
1154,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2016
