"sample.no","complexity","depth","year.x","","sanctuary","status","site.new","year.y"
883,2,4.5,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
884,2,4,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
885,3,3,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
886,2,2,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
887,2,3,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
888,2,2,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
889,2,2,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
890,2,2,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
891,3,1.5,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
892,2,3,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
893,2,4,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
894,2,4,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
895,4,2,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
896,0,2.1,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
897,1,3,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
898,2,2.6,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
899,0,2.5,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
900,0,3,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
901,1,2.5,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
902,2,3,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
903,3,4,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
904,1,2.5,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
905,2,2.6,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2016
906,3,3.5,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
907,3,4,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
908,4,3,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
909,3,2.5,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
910,2,4,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
911,3,4.5,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
912,3,4,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
913,3,3.5,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
914,3,4,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
915,3,4,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
916,4,3.5,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
917,4,1,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
918,2,2,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
919,3,2,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
920,2,3,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
921,2,4.5,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
922,2,2,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
923,2,1.5,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
924,2,1,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
925,2,0.5,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
926,2,2.5,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
927,1,2.7,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
928,3,2.5,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
929,3,2.3,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
930,2,2.1,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
931,0,2.5,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
932,3,4,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
933,3,4.2,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
934,3,5.5,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
935,4,5,2016,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2016
936,3,3,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
937,2,2,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
938,3,2,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
939,3,1.5,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
940,3,1,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
941,4,2,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
942,1,1.5,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
943,1,2,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
944,2,1.5,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
945,2,1.5,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
946,2,3,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
947,2,3,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
948,3,4,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
949,2,4,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
950,2,3,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
951,2,3.5,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
952,3,2.5,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
953,2,2,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
954,2,1.5,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
955,2,1,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
956,4,1.5,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
957,3,2,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
958,1,2,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
959,3,1.5,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
960,4,1.5,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
961,2,1.7,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
962,2,2.2,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
963,2,2.2,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
964,4,1,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
965,3,0.7,2016,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2016
966,2,3,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
967,3,3.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
968,2,3.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
969,2,2.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
970,2,3,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
971,2,4,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
972,2,3.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
973,3,2,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
974,3,2,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
975,4,2,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
976,3,2.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
977,4,3,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
978,4,1.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
979,3,1.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
980,3,1,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
981,3,2.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
982,3,2,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
983,0,2,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
984,1,2,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
985,1,1.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
986,4,1,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
987,4,1.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
988,2,1.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
989,3,1.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
990,3,1.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
991,4,2.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
992,4,2.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
993,4,1.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
994,2,1.5,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
995,1,2,2016,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2016
996,4,1.5,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
997,2,2,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
998,3,1.5,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
999,2,2,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1000,3,1.2,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1001,1,1,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1002,3,1.5,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1003,2,1.5,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1004,2,1.5,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1005,3,2.8,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1006,0,2,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1007,1,2.5,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1008,3,3,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1009,4,2.5,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1010,1,2.5,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1011,3,2,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1012,4,2.5,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1013,1,1.5,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1014,1,2,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1015,4,2.5,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1016,2,1.5,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1017,2,1.5,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1018,2,1.5,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1019,2,1.5,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1020,2,1.5,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1021,2,1.5,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1022,3,2,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1023,2,2,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1024,4,2.3,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1025,2,1.5,2016,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2016
1026,2,2,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1027,3,1.5,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1028,3,1.5,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1029,3,2,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1030,2,2,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1031,3,1,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1032,2,1,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1033,4,1.5,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1034,2,1.5,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1035,3,1,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1036,4,4,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1037,3,3,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1038,3,3,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1039,2,2.5,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1040,4,2.5,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1041,3,1,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1042,3,2,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1043,4,3,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1044,4,3,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1045,4,2,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1046,3,1,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1047,3,1.5,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1048,1,2,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1049,2,1.5,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1050,3,1.5,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1051,3,1.5,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1052,3,1.5,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1053,2,1,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1054,3,1.5,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1055,4,1.5,2016,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2016
1056,1,3,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1057,3,2.5,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1058,2,3.5,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1059,2,3,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1060,2,4,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1061,2,4,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1062,1,4,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1063,3,4,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1064,2,2,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1065,3,4,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1066,2,3,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1067,3,3,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1068,2,2,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1069,1,4,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1070,3,3,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1071,2,3,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1072,1,3.5,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1073,1,3,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1074,3,3.5,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1075,3,3.5,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1076,3,2,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1077,3,2.5,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1078,3,2.5,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1079,4,2.5,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1080,2,2.5,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1081,2,2,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1082,3,1.5,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1083,4,2.5,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1084,4,3,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1085,4,3,2016,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2016
1086,1,0.5,2016,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1087,2,0.75,2016,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1088,2,0.5,2016,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1089,1,0.75,2016,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1090,2,1,2016,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1091,3,0.75,2016,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1092,2,3,2016,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1093,3,2,2016,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1094,2,3,2016,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1095,3,1,2016,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1096,2,2,2016,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1097,1,2,2016,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1098,3,2,2016,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1099,2,1,2016,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1100,2,2,2016,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1101,2,1.5,2016,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1102,3,1.5,2016,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
1103,2,1.5,2016,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2016
